"id_unidade";"unidade";"natureza_despesa";"valor";
"9203";"PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO - FPG";"AUX. FINANCEIRO ESTUDANTE";"R$         1.399,00";
"9203";"PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO - FPG";"CUSTEIO";"R$        91.878,49";
"9203";"PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO - FPG";"DIÁRIAS";"R$         1.685,06";
"9203";"PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO - FPG";"INDENIZAÇÕES E RESTITUIÇÕE";"R$         3.795,92";
"9203";"PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO - FPG";"PASSAGENS";"R$         3.278,20";
"9203";"PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO - FPG";"SERV. PESSOA JURÍDICA";"R$         5.337,86";
"9204";"PROGRAMA DE PÓS-GRADUAÇÃO EM ANTROPOLOGIA SOCIAL - FPG";"AUX. FINANCEIRO ESTUDANTE";"R$         4.200,00";
"9204";"PROGRAMA DE PÓS-GRADUAÇÃO EM ANTROPOLOGIA SOCIAL - FPG";"CUSTEIO";"R$       177.190,62";
"9204";"PROGRAMA DE PÓS-GRADUAÇÃO EM ANTROPOLOGIA SOCIAL - FPG";"DIÁRIAS";"R$        11.269,33";
"9204";"PROGRAMA DE PÓS-GRADUAÇÃO EM ANTROPOLOGIA SOCIAL - FPG";"DIV.EXERCÍCIOS ANTERIORES";"R$         1.797,00";
"9204";"PROGRAMA DE PÓS-GRADUAÇÃO EM ANTROPOLOGIA SOCIAL - FPG";"LOC. MÃO-DE-OBRA";"R$         1.074,39";
"9204";"PROGRAMA DE PÓS-GRADUAÇÃO EM ANTROPOLOGIA SOCIAL - FPG";"MAT. CONSUMO";"R$         1.331,78";
"9204";"PROGRAMA DE PÓS-GRADUAÇÃO EM ANTROPOLOGIA SOCIAL - FPG";"PASSAGENS";"R$        12.867,59";
"9204";"PROGRAMA DE PÓS-GRADUAÇÃO EM ANTROPOLOGIA SOCIAL - FPG";"SERV. PESSOA FÍSICA";"R$         1.984,80";
"9204";"PROGRAMA DE PÓS-GRADUAÇÃO EM ANTROPOLOGIA SOCIAL - FPG";"SERV. PESSOA JURÍDICA";"R$        32.002,33";
"9205";"PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO - FPG";"AUX. FINANCEIRO ESTUDANTE";"R$         2.340,00";
"9205";"PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO - FPG";"CUSTEIO";"R$       128.048,36";
"9205";"PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO - FPG";"DIÁRIAS";"R$         7.907,72";
"9205";"PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO - FPG";"INDENIZAÇÕES E RESTITUIÇÕE";"R$         7.411,87";
"9205";"PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO - FPG";"MAT. CONSUMO";"R$           293,20";
"9205";"PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO - FPG";"PASSAGENS";"R$         8.342,78";
"9205";"PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO - FPG";"SERV. PESSOA JURÍDICA";"R$         5.144,84";
"9206";"PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA, PROJETO E MEIO AMBIENTE - FPG";"AUX. FINANCEIRO ESTUDANTE";"R$         2.400,00";
"9206";"PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA, PROJETO E MEIO AMBIENTE - FPG";"CUSTEIO";"R$        65.632,23";
"9206";"PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA, PROJETO E MEIO AMBIENTE - FPG";"DIÁRIAS";"R$         3.313,60";
"9206";"PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA, PROJETO E MEIO AMBIENTE - FPG";"MAT. CONSUMO";"R$           311,80";
"9206";"PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA, PROJETO E MEIO AMBIENTE - FPG";"PASSAGENS";"R$        12.488,91";
"9206";"PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA, PROJETO E MEIO AMBIENTE - FPG";"SERV. PESSOA FÍSICA";"R$           280,08";
"9206";"PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUITETURA, PROJETO E MEIO AMBIENTE - FPG";"SERV. PESSOA JURÍDICA";"R$         6.147,67";
"9207";"PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS - FPG";"AUX. FINANCEIRO ESTUDANTE";"R$         2.900,00";
"9207";"PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS - FPG";"CUSTEIO";"R$        57.725,01";
"9207";"PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS - FPG";"DIÁRIAS";"R$         1.782,32";
"9207";"PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS - FPG";"LOC. MÃO-DE-OBRA";"R$         1.505,31";
"9207";"PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS - FPG";"PASSAGENS";"R$         5.127,73";
"9207";"PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES CÊNICAS - FPG";"SERV. PESSOA JURÍDICA";"R$        10.805,13";
"9815";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOINFORMÁTICA - FPG";"AUX. FINANCEIRO ESTUDANTE";"R$             0,00";
"9815";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOINFORMÁTICA - FPG";"CUSTEIO";"R$        39.189,45";
"9815";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOINFORMÁTICA - FPG";"EQUIP. MATERIAL PERMANENTE";"R$        19.491,21";
"9815";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOINFORMÁTICA - FPG";"MAT. CONSUMO";"R$            61,00";
"9815";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOINFORMÁTICA - FPG";"PASSAGENS";"R$         2.846,39";
"9815";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOINFORMÁTICA - FPG";"SERV. PESSOA JURÍDICA";"R$         1.211,09";
"9814";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOINFORMÁTICA - IMD";"AUX. FINANCEIRO ESTUDANTE";"R$             0,00";
"9814";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOINFORMÁTICA - IMD";"CUSTEIO";"R$         8.392,96";
"9814";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOINFORMÁTICA - IMD";"MAT. CONSUMO";"R$           740,53";
"9814";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOINFORMÁTICA - IMD";"SERV. PESSOA JURÍDICA";"R$           567,89";
"9208";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOLOGIA ESTRUTURAL E FUNCIONAL - FPG";"AUX. FINANCEIRO ESTUDANTE";"R$             0,00";
"9208";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOLOGIA ESTRUTURAL E FUNCIONAL - FPG";"CUSTEIO";"R$       106.808,68";
"9208";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOLOGIA ESTRUTURAL E FUNCIONAL - FPG";"DIÁRIAS";"R$           259,26";
"9208";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOLOGIA ESTRUTURAL E FUNCIONAL - FPG";"DIV.EXERCÍCIOS ANTERIORES";"R$         3.999,10";
"9208";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOLOGIA ESTRUTURAL E FUNCIONAL - FPG";"EQUIP. MATERIAL PERMANENTE";"R$         4.680,50";
"9208";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOLOGIA ESTRUTURAL E FUNCIONAL - FPG";"MAT. CONSUMO";"R$         4.862,81";
"9208";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOLOGIA ESTRUTURAL E FUNCIONAL - FPG";"PASSAGENS";"R$           967,81";
"9208";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOLOGIA ESTRUTURAL E FUNCIONAL - FPG";"SERV. PESSOA JURÍDICA";"R$        17.163,89";
"9209";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOLOGIA PARASITÁRIA - FPG";"AUX. FINANCEIRO ESTUDANTE";"R$             0,00";
"9209";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOLOGIA PARASITÁRIA - FPG";"CUSTEIO";"R$        50.501,81";
"9209";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOLOGIA PARASITÁRIA - FPG";"DIÁRIAS";"R$         7.584,88";
"9209";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOLOGIA PARASITÁRIA - FPG";"EQUIP. MATERIAL PERMANENTE";"R$         7.460,00";
"9209";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOLOGIA PARASITÁRIA - FPG";"MAT. CONSUMO";"R$         1.072,59";
"9209";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOLOGIA PARASITÁRIA - FPG";"SERV. PESSOA JURÍDICA";"R$         7.088,00";
"9210";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOQUÍMICA - FPG";"AUX. FINANCEIRO ESTUDANTE";"R$         1.980,00";
"9210";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOQUÍMICA - FPG";"CUSTEIO";"R$       166.794,55";
"9210";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOQUÍMICA - FPG";"DIÁRIAS";"R$         2.824,24";
"9210";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOQUÍMICA - FPG";"DIV.EXERCÍCIOS ANTERIORES";"R$         2.418,20";
"9210";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOQUÍMICA - FPG";"EQUIP. MATERIAL PERMANENTE";"R$        12.727,90";
"9210";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOQUÍMICA - FPG";"MAT. CONSUMO";"R$         3.771,60";
"9210";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOQUÍMICA - FPG";"PASSAGENS";"R$         4.787,37";
"9210";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOQUÍMICA - FPG";"SERV. PESSOA JURÍDICA";"R$         9.364,14";
"9211";"PROGRAMA DE PÓS-GRADUAÇÃO EM BIOTECNOLOGIA - FPG";"CUSTEIO";"R$        33.309,58";
"9212";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE MATERIAIS - FPG";"AUX. FINANCEIRO ESTUDANTE";"R$         6.000,00";
"9212";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE MATERIAIS - FPG";"CUSTEIO";"R$       139.872,50";
"9212";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE MATERIAIS - FPG";"DIÁRIAS";"R$         4.705,57";
"9212";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE MATERIAIS - FPG";"EQUIP. MATERIAL PERMANENTE";"R$        10.600,00";
"9212";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE MATERIAIS - FPG";"MAT. CONSUMO";"R$         3.092,55";
"9212";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE MATERIAIS - FPG";"PASSAGENS";"R$         3.945,62";
"9212";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE MATERIAIS - FPG";"SERV. PESSOA FÍSICA";"R$             0,00";
"9212";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE MATERIAIS - FPG";"SERV. PESSOA JURÍDICA";"R$        18.627,74";
"9213";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE PETRÓLEO - FPG";"AUX. FINANCEIRO ESTUDANTE";"R$         4.800,00";
"9213";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE PETRÓLEO - FPG";"CUSTEIO";"R$       131.010,21";
"9213";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE PETRÓLEO - FPG";"DIÁRIAS";"R$         1.898,10";
"9213";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE PETRÓLEO - FPG";"MAT. CONSUMO";"R$           409,87";
"9213";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE PETRÓLEO - FPG";"PASSAGENS";"R$         1.985,39";
"9213";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE PETRÓLEO - FPG";"SERV. PESSOA FÍSICA";"R$           902,70";
"9213";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE PETRÓLEO - FPG";"SERV. PESSOA JURÍDICA";"R$         2.489,76";
"9215";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CLIMÁTICAS - FPG";"AUX. FINANCEIRO ESTUDANTE";"R$           500,00";
"9215";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CLIMÁTICAS - FPG";"CUSTEIO";"R$        72.893,92";
"9215";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CLIMÁTICAS - FPG";"DIÁRIAS";"R$         5.652,36";
"9215";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CLIMÁTICAS - FPG";"DIV.EXERCÍCIOS ANTERIORES";"R$         2.853,28";
"9215";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CLIMÁTICAS - FPG";"EQUIP. MATERIAL PERMANENTE";"R$         2.812,00";
"9215";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CLIMÁTICAS - FPG";"MAT. CONSUMO";"R$           398,65";
"9215";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CLIMÁTICAS - FPG";"PASSAGENS";"R$         5.159,66";
"9215";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CLIMÁTICAS - FPG";"SERV. PESSOA FÍSICA";"R$           797,10";
"9215";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CLIMÁTICAS - FPG";"SERV. PESSOA JURÍDICA";"R$         2.221,43";
"9273";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CONTÁBEIS - FPG";"AUX. FINANCEIRO ESTUDANTE";"R$         1.331,00";
"9273";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CONTÁBEIS - FPG";"CUSTEIO";"R$       100.110,54";
"9273";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CONTÁBEIS - FPG";"DIÁRIAS";"R$           946,66";
"9273";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CONTÁBEIS - FPG";"INDENIZAÇÕES E RESTITUIÇÕE";"R$         1.627,53";
"9273";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CONTÁBEIS - FPG";"PASSAGENS";"R$         4.711,73";
"9273";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS CONTÁBEIS - FPG";"SERV. PESSOA JURÍDICA";"R$         4.210,50";
"10117";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA REABILITAÇÃO";"CUSTEIO";"R$        10.221,14";
"10117";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA REABILITAÇÃO";"DIÁRIAS";"R$           999,20";
"10117";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA REABILITAÇÃO";"EQUIP. MATERIAL PERMANENTE";"R$         4.740,00";
"10117";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA REABILITAÇÃO";"MAT. CONSUMO";"R$             4,13";
"10117";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA REABILITAÇÃO";"PASSAGENS";"R$         4.416,49";
"10117";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA REABILITAÇÃO";"SERV. PESSOA JURÍDICA";"R$         1.869,22";
"10133";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA REABILITAÇÃO - FPG";"AUX. FINANCEIRO ESTUDANTE";"R$             0,00";
"10133";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA REABILITAÇÃO - FPG";"CUSTEIO";"R$        38.543,91";
"10133";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA REABILITAÇÃO - FPG";"DIÁRIAS";"R$         5.938,96";
"10133";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA REABILITAÇÃO - FPG";"EQUIP. MATERIAL PERMANENTE";"R$           670,00";
"10133";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA REABILITAÇÃO - FPG";"INDENIZAÇÕES E RESTITUIÇÕE";"R$           750,00";
"10133";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA REABILITAÇÃO - FPG";"MAT. CONSUMO";"R$           358,25";
"10133";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA REABILITAÇÃO - FPG";"PASSAGENS";"R$        16.185,19";
"10133";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA REABILITAÇÃO - FPG";"SERV. PESSOA JURÍDICA";"R$         1.221,46";
"9216";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA SAÚDE - FPG";"AUX. FINANCEIRO ESTUDANTE";"R$         6.830,00";
"9216";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA SAÚDE - FPG";"CUSTEIO";"R$       343.225,92";
"9216";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA SAÚDE - FPG";"DIÁRIAS";"R$        18.398,18";
"9216";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA SAÚDE - FPG";"PASSAGENS";"R$        13.761,26";
"9216";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA SAÚDE - FPG";"SERV. PESSOA FÍSICA";"R$           902,70";
"9216";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA SAÚDE - FPG";"SERV. PESSOA JURÍDICA";"R$        17.782,58";
"9217";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FARMACEUTICAS - FPG";"AUX. FINANCEIRO ESTUDANTE";"R$         3.250,00";
"9217";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FARMACEUTICAS - FPG";"CUSTEIO";"R$       203.695,87";
"9217";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FARMACEUTICAS - FPG";"DIÁRIAS";"R$         2.468,89";
"9217";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FARMACEUTICAS - FPG";"DIV.EXERCÍCIOS ANTERIORES";"R$         3.131,55";
"9217";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FARMACEUTICAS - FPG";"EQUIP. MATERIAL PERMANENTE";"R$        17.239,62";
"9217";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FARMACEUTICAS - FPG";"INDENIZAÇÕES E RESTITUIÇÕE";"R$         1.631,10";
"9217";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FARMACEUTICAS - FPG";"LOC. MÃO-DE-OBRA";"R$           484,06";
"9217";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FARMACEUTICAS - FPG";"MAT. CONSUMO";"R$        16.584,16";
"9217";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FARMACEUTICAS - FPG";"PASSAGENS";"R$        13.675,22";
"9217";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FARMACEUTICAS - FPG";"SERV. PESSOA JURÍDICA";"R$        14.403,10";
"6381";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FLORESTAIS";"CUSTEIO";"R$         3.926,60";
"6939";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FLORESTAIS";"CUSTEIO";"R$        10.000,00";
"6381";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FLORESTAIS";"DIÁRIAS";"R$         1.937,25";
"6381";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FLORESTAIS";"INDENIZAÇÕES E RESTITUIÇÕE";"R$           750,00";
"6381";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FLORESTAIS";"PASSAGENS";"R$         4.837,98";
"6381";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FLORESTAIS";"SERV. PESSOA JURÍDICA";"R$            49,89";
"9201";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FLORESTAIS - FPG";"AUX. FINANCEIRO ESTUDANTE";"R$         1.800,00";
"9201";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FLORESTAIS - FPG";"CUSTEIO";"R$        53.850,66";
"9201";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FLORESTAIS - FPG";"DIÁRIAS";"R$        19.156,39";
"9201";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FLORESTAIS - FPG";"INDENIZAÇÕES E RESTITUIÇÕE";"R$           952,73";
"9201";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FLORESTAIS - FPG";"PASSAGENS";"R$        12.606,70";
"9201";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FLORESTAIS - FPG";"SERV. PESSOA FÍSICA";"R$           619,50";
"9201";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FLORESTAIS - FPG";"SERV. PESSOA JURÍDICA";"R$         4.358,78";
"9218";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS SOCIAIS - FPG";"AUX. FINANCEIRO ESTUDANTE";"R$         2.000,00";
"9218";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS SOCIAIS - FPG";"CUSTEIO";"R$       288.252,02";
"9218";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS SOCIAIS - FPG";"DIÁRIAS";"R$        14.053,97";
"9218";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS SOCIAIS - FPG";"DIV.EXERCÍCIOS ANTERIORES";"R$         1.477,53";
"9218";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS SOCIAIS - FPG";"PASSAGENS";"R$             0,00";
"9218";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS SOCIAIS - FPG";"SERV. PESSOA FÍSICA";"R$         2.887,50";
"9218";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS SOCIAIS - FPG";"SERV. PESSOA JURÍDICA";"R$         5.009,40";
"9109";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO";"AUX. FINANCEIRO ESTUDANTE";"R$         1.200,00";
"9109";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO";"CUSTEIO";"R$        34.932,64";
"9109";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO";"DIÁRIAS";"R$             0,00";
"9109";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO";"PASSAGENS";"R$         2.520,29";
"9109";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO";"SERV. PESSOA FÍSICA";"R$             0,00";
"9109";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO";"SERV. PESSOA JURÍDICA";"R$           766,21";
"9274";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO - FPG";"CUSTEIO";"R$        33.800,00";
"9274";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO - FPG";"DIÁRIAS";"R$         1.173,68";
"9274";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO - FPG";"MAT. CONSUMO";"R$           639,08";
"9274";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO - FPG";"PASSAGENS";"R$         7.162,33";
"9274";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO - FPG";"SERV. PESSOA JURÍDICA";"R$        10.670,82";
"9219";"PROGRAMA DE PÓS-GRADUAÇÃO EM DEMOGRAFIA - FPG";"AUX. FINANCEIRO ESTUDANTE";"R$         2.400,00";
"9219";"PROGRAMA DE PÓS-GRADUAÇÃO EM DEMOGRAFIA - FPG";"CUSTEIO";"R$       126.859,77";
"9219";"PROGRAMA DE PÓS-GRADUAÇÃO EM DEMOGRAFIA - FPG";"DIÁRIAS";"R$         6.924,96";
"9219";"PROGRAMA DE PÓS-GRADUAÇÃO EM DEMOGRAFIA - FPG";"PASSAGENS";"R$        18.861,06";
"9219";"PROGRAMA DE PÓS-GRADUAÇÃO EM DEMOGRAFIA - FPG";"SERV. PESSOA FÍSICA";"R$           591,20";
"9219";"PROGRAMA DE PÓS-GRADUAÇÃO EM DEMOGRAFIA - FPG";"SERV. PESSOA JURÍDICA";"R$         3.577,53";
"9200";"PROGRAMA DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E INOVAÇÃO TECNOLÓGICA EM MEDICAMENTOS - FPG";"AUX. FINANCEIRO ESTUDANTE";"R$         4.300,00";
"9200";"PROGRAMA DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E INOVAÇÃO TECNOLÓGICA EM MEDICAMENTOS - FPG";"CUSTEIO";"R$        69.091,92";
"9200";"PROGRAMA DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E INOVAÇÃO TECNOLÓGICA EM MEDICAMENTOS - FPG";"DIÁRIAS";"R$        11.013,34";
"9200";"PROGRAMA DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E INOVAÇÃO TECNOLÓGICA EM MEDICAMENTOS - FPG";"EQUIP. MATERIAL PERMANENTE";"R$         3.220,00";
"9200";"PROGRAMA DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E INOVAÇÃO TECNOLÓGICA EM MEDICAMENTOS - FPG";"INDENIZAÇÕES E RESTITUIÇÕE";"R$         1.447,87";
"9200";"PROGRAMA DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E INOVAÇÃO TECNOLÓGICA EM MEDICAMENTOS - FPG";"MAT. CONSUMO";"R$           701,22";
"9200";"PROGRAMA DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E INOVAÇÃO TECNOLÓGICA EM MEDICAMENTOS - FPG";"PASSAGENS";"R$        11.458,55";
